gene;Column1;alleles_with_growth_0-0.062;alleles_with_growth_0.062-0.12;alleles_with_growth_0.12-0.25;alleles_with_growth_0.25-0.5;alleles_with_growth_0.5-2;alleles_with_growth_2-4;alleles_with_growth_4-8;alleles_with_growth_8-16;alleles_with_growth_16-inf;pvalue;FDR;MeanFC_DIU1;gene_name;defline;description;synonyms;predalgo_protein_localization;PFAM;Panther;KOG;KEGG_ec;KEGG_Orthology;Gene_Ontology_terms;best_arabidopsis_TAIR10_hit_name;best_arabidopsis_TAIR10_hit_symbol;best_arabidopsis_TAIR10_hit_defline
Cre01.g006850;CHLRE_01g006850v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g179.t1,Cre01.g006850.t1.1;O;-;-;-;-;-;-;-;-;-
Cre01.g006876;CHLRE_01g006876v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g180.t1;M;-;-;-;-;-;-;-;-;-
Cre01.g006900;CHLRE_01g006900v5;0;0;0;0;8;0;0;0;0;1;1;0;-;-;-;g181.t2, g181.t1;O;PF05548,PF00415;PTHR22870,PTHR22870:SF58;-;-;-;-;AT3G55580.1;-;Regulator of chromosome condensation (RCC1) family protein
Cre01.g006950;CHLRE_01g006950v5;0;0;0;0;2;0;0;0;0;1;1;0;FBA1;Fructose-1,6-bisphosphate aldolase;"Fructose-1,6-bisphosphate Aldolase; Aldehyde-lyase (EC 4.1.2.13); may be plastidic based on N-terminal extension, but greater sequence similarity to cytosolic forms; glycolytic enzyme that catalyses the reversible aldol cleavage or condensation of fructos";g182.t2, g182.t1;C;PF00274;PTHR11627;KOG1557;4.1.2.13;K01623;GO:0004332,GO:0006096;AT3G52930.1;-;Aldolase superfamily protein
Cre01.g007000;CHLRE_01g007000v5;0;0;0;0;9;0;0;0;0;1;1;0;-;-;-;g183.t1,Cre01.g007000.t1.1;O;PF01061,PF00005;PTHR19241;KOG0061;-;-;GO:0016020,GO:0005524,GO:0016887;AT2G29940.1;ATPDR3,PDR3;pleiotropic drug resistance 3
Cre01.g007100;CHLRE_01g007100v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g186.t1;SP;-;-;-;-;-;-;-;-;-
Cre01.g007150;CHLRE_01g007150v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g187.t1;O;PF00622,PF10607;PTHR12864,PTHR12864:SF1;-;-;-;GO:0005515;AT4G09340.1;-;SPla/RYanodine receptor (SPRY) domain-containing protein
Cre01.g007200;CHLRE_01g007200v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g188.t1,Cre01.g007200.t1.1;O;PF01529;PTHR22883;KOG1311;-;-;GO:0008270;AT3G56930.1;-;DHHC-type zinc finger family protein
Cre01.g007251;CHLRE_01g007251v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g189.t1;M;-;-;-;-;-;-;-;-;-
Cre01.g007300;CHLRE_01g007300v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;-;-;-;g190.t1,Cre01.g007300.t1.1;O;-;PTHR15032:SF3,PTHR15032;KOG3798;3.1.4.-;K13985;-;-;-;-
Cre01.g007350;CHLRE_01g007350v5;0;0;0;0;2;0;0;0;0;1;1;0;MOT42;Predicted protein;Identified by comparative genomics as being present only in organisms having motile (MOT) cilia;g191.t1,Cre01.g007350.t1.1,MOT42;O;-;PTHR10825:SF30,PTHR10825;KOG4172;-;-;-;AT5G12310.1;-;RING/U-box superfamily protein
Cre01.g007400;CHLRE_01g007400v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g192.t1;C;-;-;-;-;-;-;-;-;-
Cre01.g007450;CHLRE_01g007450v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g193.t1;M;PF00153;PTHR24089:SF152,PTHR24089;-;-;-;-;AT1G34065.1;SAMC2;S-adenosylmethionine carrier 2
Cre01.g007500;CHLRE_01g007500v5;0;0;0;0;14;0;0;0;0;1;1;0;NSS1;-;-;g194.t2,NSS1, g194.t1,NSS1;O;PF00474;PTHR11819,PTHR11819:SF4;KOG2349;-;-;GO:0005215,GO:0006810,GO:0016020,GO:0055085;-;-;-
Cre01.g007550;CHLRE_01g007550v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g195.t1;SP;PF05686;PTHR12203;-;-;-;-;AT3G61270.1;-;Arabidopsis thaliana protein of unknown function (DUF821)
Cre01.g007600;CHLRE_01g007600v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g196.t2, g196.t1;O;PF02431;-;-;-;-;GO:0016872,GO:0042398;AT1G53520.1;-;Chalcone-flavanone isomerase family protein
Cre01.g007651;CHLRE_01g007651v5;0;0;0;0;4;0;0;0;0;1;1;0;PUS10;-;-;g197.t1,PUS10;O;PF01142;PTHR13326;-;-;-;GO:0001522,GO:0003723,GO:0009451,GO:0009982;AT3G04820.1;-;Pseudouridine synthase family protein
Cre01.g007700;CHLRE_01g007700v5;0;0;0;0;8;0;0;0;0;1;1;0;-;-;-;g198.t1;C;PF02789,PF00883;PTHR11963:SF3,PTHR11963;KOG2597;3.4.11.1;K01255;GO:0004177,GO:0005737,GO:0008235,GO:0019538,GO:0030145,GO:0005622,GO:0006508;AT2G24200.1;-;Cytosol aminopeptidase family protein
Cre01.g007737;CHLRE_01g007737v5;0;0;0;0;3;0;0;0;0;1;1;0;FBT1;-;-;g199.t1,FBT1;C;PF03092;PTHR24003:SF331,PTHR24003;-;-;-;-;AT2G32040.1;-;Major facilitator superfamily protein
Cre01.g007774;CHLRE_01g007774v5;0;0;1;0;0;0;0;0;0;0.00194057640364;NA;-2;-;-;-;g200.t1;O;-;PTHR12183;KOG2985;-;-;-;AT5G19080.1;-;RING/U-box superfamily protein
Cre01.g007811;CHLRE_01g007811v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g201.t1;C;-;-;-;-;-;-;-;-;-
Cre01.g007901;CHLRE_01g007901v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g203.t1, g203.t3, g203.t2;M;PF01554;PTHR11206:SF43,PTHR11206;-;-;-;GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085;AT1G15160.1, AT4G21910.1;-;MATE efflux family protein
Cre01.g007950;CHLRE_01g007950v5;0;0;0;1;7;0;0;0;0;0.246002831657;1;-1;CYP55B1,CYP2;Cytochrome P450, CYP55 superfamily, CYP55A family;Cytochrome P450, CYP55 superfamily, CYP55A family.  Similar to fungal protein, shares one intron boundary with CYP55A6.  CYP55A1 (P450nor) in Fusarium oxysporum is inducible by nitrate or nitrite and acts as a nitric oxide reductase. The CYP55 family memb;g204.t1,CYP2,CYP55B1;O;PF00067;-;KOG0156;-;-;GO:0005506,GO:0009055,GO:0016705,GO:0020037;AT1G05160.1;ATKAO1,CYP88A3,KAO1;cytochrome P450, family 88, subfamily A, polypeptide 3
Cre01.g008000;CHLRE_01g008000v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g205.t1,Cre01.g008000.t1.1;O;PF10469,PF00013;PTHR13360,PTHR13360:SF1;KOG2814;-;-;GO:0003723;AT3G16230.1;-;Predicted eukaryotic LigT
Cre01.g008100;CHLRE_01g008100v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;-;-;-;g207.t1,Cre01.g008100.t1.1;O;-;PTHR14493,PTHR14493:SF7;-;-;-;-;AT2G41900.1;-;CCCH-type zinc finger protein with ARM repeat domain
Cre01.g008150;CHLRE_01g008150v5;0;0;0;0;5;0;0;0;0;1;1;0;RPK1;-;-;g208.t1,RPK1;O;PF00069,PF00481;PTHR13832;-;-;-;GO:0004672,GO:0005524,GO:0006468,GO:0003824;AT3G63340.1;-;Protein phosphatase 2C family protein
Cre01.g008200;CHLRE_01g008200v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g209.t1;SP;-;-;-;-;-;-;-;-;-
Cre01.g008350;CHLRE_01g008350v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g212.t1;SP;-;-;-;-;-;-;-;-;-
Cre01.g008402;CHLRE_01g008402v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g213.t1;O;PF00069;PTHR23257,PTHR23257:SF99;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT2G40860.1;-;protein kinase family protein / protein phosphatase 2C ( PP2C) family protein
Cre01.g008500;CHLRE_01g008500v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g215.t1,Cre01.g008500.t1.1;O;PF00023;PTHR24198;KOG4412;-;-;GO:0005515;AT3G04710.3;-;ankyrin repeat family protein
Cre01.g008550;CHLRE_01g008550v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g216.t1;O;PF00069;PTHR24058,PTHR24058:SF21;KOG0667;-;-;GO:0004672,GO:0005524,GO:0006468;AT1G73450.1;-;Protein kinase superfamily protein
Cre01.g008600;CHLRE_01g008600v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;-;-;-;g217.t1;C;PF11051;-;-;-;-;GO:0006486;-;-;-
Cre01.g008650;CHLRE_01g008650v5;0;0;0;0;9;2;0;0;0;0.348177996534;1;2;CDK1;-;-;g218.t1,CDK1;O;PF00069,PF07714;PTHR24055,PTHR24055:SF170;KOG0594;-;-;GO:0004672,GO:0005524,GO:0006468;AT1G66750.1;"AT;CDKD;2,CAK4,CAK4AT,CDKD1;2,CDKD;2";CDK-activating kinase 4
Cre01.g008700;CHLRE_01g008700v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g219.t1,Cre01.g008700.t1.1;O;-;-;-;-;-;-;-;-;-
Cre01.g008750;CHLRE_01g008750v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g220.t1,Cre01.g008750.t1.1;C;-;-;-;-;-;-;-;-;-
Cre01.g008850;CHLRE_01g008850v5;0;0;0;0;3;1;0;0;0;0.30342871864;1;1;HLM2;-;-;g222.t1,HLM2;O;-;-;-;-;-;-;AT5G47490.1;-;RGPR-related
Cre01.g008891;CHLRE_01g008891v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g223.t1,Cre01.g008891.t1.1;C;PF00581;PTHR11364;-;-;-;-;AT1G79230.1;ATMST1,ATRDH1,MST1,ST1,STR1;mercaptopyruvate sulfurtransferase 1
Cre01.g008950;CHLRE_01g008950v5;0;0;0;0;6;2;0;0;0;0.155706191768;1;2;-;-;-;g225.t1,Cre01.g008950.t1.1, g225.t2;O;-;-;-;-;-;-;-;-;-
Cre01.g008976;CHLRE_01g008976v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;-;-;-;g226.t1;C;-;-;-;-;-;-;-;-;-
Cre01.g009101;CHLRE_01g009101v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g230.t1,Cre01.g009100.t1.3;O;-;PTHR22937:SF16,PTHR22937;-;-;-;-;AT5G43420.1;-;RING/U-box superfamily protein
Cre01.g009150;CHLRE_01g009150v5;0;0;0;2;6;0;0;0;0;0.0286653589767;1;-2;-;-;-;g231.t1;SP;-;-;-;-;-;-;-;-;-
Cre01.g009200;CHLRE_01g009200v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g232.t1,Cre01.g009200.t1.1;C;-;-;-;-;-;-;AT2G39760.1;ATBPM3,BPM3;BTB/POZ/MATH-domains containing protein
Cre01.g009250;CHLRE_01g009250v5;0;0;0;0;1;0;0;0;0;1;NA;0;TOP2;DNA topoisomerase II;DNA topoisomerase II. Similar to DNA topoisomerase II in Arabidopsis, TOP2 or AT3G23890.;g233.t1,TOP2;O;PF02518,PF00204,PF00521;PTHR10169:SF19,PTHR10169;KOG0355;5.99.1.3;K03164;GO:0005524,GO:0003677,GO:0003918,GO:0005694,GO:0006265;AT3G23890.1;ATTOPII,TOPII;topoisomerase II
Cre01.g009300;CHLRE_01g009300v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g234.t1;O;PF02383,PF00397;PTHR11200:SF41,PTHR11200;-;-;-;GO:0042578,GO:0005515;AT3G59770.3;SAC9;sacI homology domain-containing protein / WW domain-containing protein
Cre01.g009325;CHLRE_01g009325v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g235.t1;O;PF05721;-;-;-;-;-;-;-;-
Cre01.g009350;CHLRE_01g009350v5;0;0;0;0;3;0;0;0;0;1;1;0;AIH2;Agmatine iminohydrolase;"Converts agmatin to N-carbamoyl-putrescine; involved in agmatine pathway of polyamine (putrescine) biosynthesis; found in soluble mitochondrial proteome";g236.t1,Cre01.g009350.t1.1,AIH2;M;PF04371;-;-;3.5.3.12;K10536;-;AT5G08170.1;ATAIH,EMB1873;porphyromonas-type peptidyl-arginine deiminase family protein
Cre01.g009400;CHLRE_01g009400v5;0;0;0;0;11;0;0;0;0;1;1;0;NSS2;-;-;g237.t1,Cre01.g009400.t1.1,NSS2;O;PF00474;PTHR11819,PTHR11819:SF4;-;-;K14387;GO:0005215,GO:0006810,GO:0016020,GO:0055085;-;-;-
Cre01.g009450;CHLRE_01g009450v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;DNJ22;DnaJ-like protein;"DnaJ-like protein; contains N-terminal J-domain (pfam00226)";g238.t1;C;PF00226;PTHR24077:SF69,PTHR24077;-;-;-;GO:0031072;AT4G39960.1;-;Molecular chaperone Hsp40/DnaJ family protein
Cre01.g009500;CHLRE_01g009500v5;0;0;0;0;16;0;0;0;0;0.739018839909;1;0;CDPK3;-;-;g239.t1,Cre01.g009500.t1.1,CDPK3;O;PF00069,PF00036;PTHR24347,PTHR24347:SF13;KOG0032;-;-;GO:0004672,GO:0005524,GO:0006468;AT3G10660.1;ATCPK2,CPK2;calmodulin-domain protein kinase cdpk isoform 2
Cre01.g009550;CHLRE_01g009550v5;0;0;0;0;9;2;0;0;0;0.348177996534;1;2;NAT6;-;-;g240.t1,NAT6;M;PF00583;-;-;-;-;GO:0008080,GO:0008152;-;-;-
Cre01.g009575;CHLRE_01g009575v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g241.t1;M;PF00847;PTHR11795:SF332,PTHR11795;KOG4462;-;K09284;GO:0003700,GO:0006355;AT5G57390.1;AIL5,CHO1,EMK;AINTEGUMENTA-like 5
Cre01.g009601;CHLRE_01g009601v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g242.t2, g242.t1;O;-;-;-;-;-;-;-;-;-
Cre01.g009676;CHLRE_01g009676v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g244.t1;-;-;-;-;-;-;-;-;-;-
Cre01.g009700;CHLRE_01g009700v5;0;0;0;0;4;0;0;0;0;1;1;0;PPP1;-;-;g245.t1,PPP1;C;PF07228;PTHR12320;KOG1379;-;-;GO:0003824;AT2G30170.1;-;Protein phosphatase 2C family protein
Cre01.g009731;CHLRE_01g009731v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g246.t1,Cre01.g009731.t1.1;M;-;-;-;-;-;-;-;-;-
Cre01.g009765;CHLRE_01g009765v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;-;-;-;g247.t1,Cre01.g009750.t1.3;C;-;-;-;-;-;-;-;-;-
Cre01.g009800;CHLRE_01g009800v5;0;0;0;1;4;0;0;0;0;0.143329201755;1;-1;FAP289;Flagellar Associated Protein, coiled-coil;"Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]; transcript upregulated during flagellar regeneration [PMID: 15738400]";g248.t1,Cre01.g009800.t1.1;O;-;-;-;-;-;-;-;-;-
Cre01.g009900;CHLRE_01g009900v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;CDJ3;Chloroplast DnaJ-like protein;"DnaJ-like protein, targeted to the chloroplast; contains N-terminal J-domain (pfam00226) and Ferredoxin domain (COG1141); described in Henselmann and Schroda, Diploma thesis, University of Freiburg. Characterized by Dorn et al. 2010 [PMID: 20113313]";g250.t1;C;PF00226;PTHR25040:SF173,PTHR25040;-;-;-;GO:0031072;AT2G42750.1;-;DNAJ heat shock N-terminal domain-containing protein
Cre01.g010000;CHLRE_01g010000v5;0;0;0;0;8;0;0;0;0;1;1;0;MAPK8;Mitogen-Activated Protein Kinase;"Mitogen-Activated Protein Kinase Homolog 8 (gI 11275338); Downstream kinase in the canonical MAP kinase pathway";g252.t1,Cre01.g010000.t1.1,MAPK8;O;PF00069;PTHR24055,PTHR24055:SF69;KOG0660;2.7.11.24;K04371;GO:0004672,GO:0005524,GO:0006468;AT4G01370.1;ATMPK4,MPK4;MAP kinase 4
Cre01.g010050;CHLRE_01g010050v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g253.t1;O;-;-;-;-;-;-;-;-;-
Cre01.g010100;CHLRE_01g010100v5;0;0;0;0;11;0;0;0;0;1;1;0;NAT7;-;-;g254.t1,Cre01.g010100.t1.1,NAT7;SP;PF00583;-;-;-;-;GO:0008080,GO:0008152;-;-;-
Cre01.g010150;CHLRE_01g010150v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g255.t1,Cre01.g010150.t1.1;O;-;PTHR11089:SF31,PTHR11089;-;-;-;-;AT2G41670.1;-;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cre01.g010201;CHLRE_01g010201v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g256.t1;SP;-;-;KOG2992;-;-;-;-;-;-
Cre01.g010250;CHLRE_01g010250v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;PPP2;-;-;g257.t1,PPP2;C;PF07228;PTHR12320;KOG1379;-;-;GO:0003824;AT2G30170.1;-;Protein phosphatase 2C family protein
Cre01.g010550;CHLRE_01g010550v5;0;0;0;0;7;0;0;0;0;1;1;0;HLD2;-;-;g264.t1,HLD2, g264.t2,HLD2;M;PF00561;PTHR10992,PTHR10992:SF98;KOG4178;-;-;-;AT3G51000.1;-;alpha/beta-Hydrolases superfamily protein
Cre01.g010650;CHLRE_01g010650v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;-;-;-;g265.t1,Cre01.g010650.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre01.g010700;CHLRE_01g010700v5;0;0;0;0;2;0;0;0;0;1;1;0;SYP2;Endosomal Qa-SNARE protein, Syntaxin7/Syx7/Pep12/Syp2-family (Qa.III.b);Endosomal Qa-SNARE protein, Syntaxin7/Syx7/Pep12/Syp2-family (Qa.III.b).  Conserved Protein.  Class Qa.III.b SNARE, involved in Golgi/endosomal trafficking (PMID: 17596510).  Previously annotated as SYP2;g266.t1,Cre01.g010700.t1.1,SYP2;O;PF00804,PF05739;PTHR19957,PTHR19957:SF11;KOG0811;-;K08488;GO:0016020,GO:0005515;AT5G46860.1;ATSYP22,ATVAM3,SGR3,SYP22,VAM3;Syntaxin/t-SNARE family protein
Cre01.g010750;CHLRE_01g010750v5;0;0;0;0;9;0;0;0;0;1;1;0;-;-;-;g267.t1,Cre01.g010750.t1.1;O;PF01342;-;-;-;-;GO:0003677,GO:0005634;-;-;-
Cre01.g010816;CHLRE_01g010816v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g269.t1;O;-;-;-;-;-;-;-;-;-
Cre01.g010832;CHLRE_01g010832v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g270.t1;SP;PF00112,PF08246;PTHR12411:SF160,PTHR12411;KOG1543;-;-;GO:0006508,GO:0008234;AT3G45310.1;-;Cysteine proteinases superfamily protein
Cre01.g010848;CHLRE_01g010848v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g271.t1;C;PF01168;PTHR10146;KOG3157;-;K06997;-;AT1G11930.2;-;Predicted pyridoxal phosphate-dependent enzyme, YBL036C type
Cre01.g010864;CHLRE_01g010864v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g272.t1;SP;PF03462,PF00472;PTHR11075,PTHR11075:SF38;KOG2726;-;-;GO:0005737,GO:0006415,GO:0016149,GO:0003747;AT5G36170.1;ATPRFB,HCF109;high chlorophyll fluorescent 109
Cre01.g010880;CHLRE_01g010880v5;0;0;0;0;12;0;0;0;0;1;1;0;-;-;-;g273.t1;O;PF00400,PF03451;PTHR13720,PTHR13720:SF6;KOG2106;-;-;-;-;-;-
Cre01.g010950;CHLRE_01g010950v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g275.t1;O;PF00023;PTHR24128;KOG4412;-;-;GO:0005515;AT2G28840.1;XBAT31;XB3 ortholog 1 in Arabidopsis thaliana
Cre01.g011100;CHLRE_01g011100v5;0;0;0;0;3;0;0;0;0;1;1;0;CAS1;Terpenoid cylase, probably a squalene cyclase;"Terpenoid cylase, probably a squalene cyclase.  Similar to cycloartenol synthase; (S)-2,3-epoxysqualene mutase from Arabidopsis thaliana - possibly involved in sterol/ergosterol biosynthesis.  Previously annotated as CAS1 but this conflicts with Calcium S";g278.t2,Cre01.g011100.t1.1,CAS1, g278.t1,CAS1;O;PF00432;PTHR11764,PTHR11764:SF3;KOG0497;5.4.99.8;K01853;GO:0003824;AT2G07050.1;CAS1;cycloartenol synthase 1
Cre01.g011150;CHLRE_01g011150v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g279.t1;O;PF00010;-;-;-;-;GO:0006355,GO:0030528;-;-;-
Cre01.g011300;CHLRE_01g011300v5;0;0;0;0;3;2;0;0;0;0.0692900277486;1;2;CPY,SCLP50;-;-;g282.t1,CPY;SP;PF00450;PTHR11802;KOG1282;3.4.16.-;K09645;GO:0004185,GO:0006508;AT1G15000.1;scpl50;serine carboxypeptidase-like 50
Cre01.g011376;CHLRE_01g011376v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g284.t1;O;-;-;-;-;-;-;-;-;-
Cre01.g011400;CHLRE_01g011400v5;0;0;0;0;2;0;0;0;0;1;1;0;HGC;-;-;g285.t2,HGC, g285.t1,HGC;O;-;-;-;-;-;-;-;-;-
Cre01.g011450;CHLRE_01g011450v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g286.t1;SP;-;-;-;-;-;-;-;-;-
Cre01.g011550;CHLRE_01g011550v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g288.t1;O;-;-;-;-;-;-;-;-;-
Cre01.g011630;CHLRE_01g011630v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g290.t1,Cre01.g011650.t1.3, g290.t2,Cre01.g011650.t2.1;C;PF00188;PTHR10334,PTHR10334:SF7, PTHR10334;KOG3017;-;-;-;AT4G33730.1;-;CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein
Cre01.g011800;CHLRE_01g011800v5;0;0;0;0;8;0;0;0;0;1;1;0;-;-;-;g293.t1;M;PF00069;PTHR23257:SF290,PTHR23257;KOG0198;-;-;GO:0004672,GO:0005524,GO:0006468;AT5G49470.3;-;PAS domain-containing protein tyrosine kinase family protein
Cre01.g011901;CHLRE_01g011901v5;0;0;0;0;6;0;0;0;0;1;1;0;ARS7;-;-;g295.t1,Cre01.g011900.t1.3,ARS7;O;PF00884;PTHR10342:SF2,PTHR10342;-;3.1.6.14;K01137;GO:0008152,GO:0008484;-;-;-
Cre01.g012000;CHLRE_01g012000v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g297.t1;M;-;-;-;-;-;-;-;-;-
Cre01.g012100;CHLRE_01g012100v5;0;0;0;0;2;0;0;0;0;1;1;0;ARS4;Arylsulfatase;Protein similar to periplasmic arylsulfatase;g299.t1,ARS4;SP;PF00884;PTHR10342:SF2,PTHR10342;KOG3867;3.1.6.-;K14607;GO:0008152,GO:0008484;-;-;-
Cre01.g012126;CHLRE_01g012126v5;0;0;0;0;3;1;0;0;0;0.30342871864;1;1;-;-;-;g300.t1,Cre01.g012126.t1.1, g300.t2;C;PF00884;PTHR10342:SF2,PTHR10342;-;-;-;GO:0008152,GO:0008484;-;-;-
Cre01.g012150;CHLRE_01g012150v5;0;0;0;0;2;0;0;0;0;1;1;0;MSRA4;Peptide methionine sulfoxide reductase;Peptide methionine sulfoxide reductase.  Peptidylprolyl isomerase, FKBP-type domain;g301.t1,Cre01.g012150.t1.1;M;PF00254,PF01625;PTHR10173:SF6,PTHR10173;KOG1635;1.8.4.11;K07304;GO:0006457,GO:0016671,GO:0019538,GO:0055114;AT5G07470.1;ATMSRA3,PMSR3;peptidemethionine sulfoxide reductase 3
Cre01.g012200;CHLRE_01g012200v5;0;0;0;2;2;0;0;0;0;0.0081612443471;1;-2;-;-;-;g303.t2, g303.t1;O;PF03110,PF00651;PTHR24412;-;-;-;GO:0003677,GO:0005634,GO:0005515;AT3G60030.1;SPL12;squamosa promoter-binding protein-like 12
Cre01.g012244;CHLRE_01g012244v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g305.t1,Cre01.g012244.t1.1;O;-;-;-;-;-;-;-;-;-
Cre01.g012400;CHLRE_01g012400v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g308.t1,Cre01.g012400.t1.1;SP;PF00892;PTHR22911:SF6,PTHR22911;KOG4510;-;-;GO:0016020;AT2G05755.1;-;Nodulin MtN21 /EamA-like transporter family protein
Cre01.g012450;CHLRE_01g012450v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g309.t1;O;PF00632,PF06012,PF06025;PTHR11254,PTHR11254:SF124;KOG0940;6.3.2.19;K10592;GO:0005622,GO:0006464,GO:0016881;AT1G55860.2;UPL1;ubiquitin-protein ligase 1
Cre01.g012500;CHLRE_01g012500v5;0;0;0;1;3;0;0;0;0;0.110515444773;1;-1;PRA1;Prenylated rab acceptor family protein;Expressed Protein. Similar to Prenylated Rab Acceptor Protein;g310.t1,Cre01.g012500.t1.1,PRA1;O;PF03208;PTHR19317;KOG3142;-;-;-;AT5G01640.1;PRA1.B5;prenylated RAB acceptor 1.B5
Cre01.g012550;CHLRE_01g012550v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g311.t1;O;-;-;-;-;-;-;-;-;-
Cre01.g012600;CHLRE_01g012600v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;GPM2,PGM1;Phosphoglucomutase;"Phosphoglucomutase; differs from the GPMs found in plants and other algae";g312.t1,GPM2;C;PF02878,PF02879,PF00408,PF02880;PTHR22573:SF2,PTHR22573;KOG1220;5.4.2.2;K01835;GO:0005975,GO:0016868;-;-;-
Cre01.g012650;CHLRE_01g012650v5;0;0;0;0;8;1;0;0;0;0.556700990581;1;1;KCN9;-;-;g313.t1,KCN9;SP;PF00023,PF00520;PTHR10217:SF394,PTHR10217;KOG4214;-;-;GO:0005515,GO:0005216,GO:0006811,GO:0016020,GO:0055085;AT5G37500.1;GORK;gated outwardly-rectifying K+ channel
Cre01.g012700;CHLRE_01g012700v5;0;0;0;0;8;0;0;0;0;1;1;0;KCN6;-;-;g314.t1,Cre01.g012700.t1.1,KCN6;O;PF00023,PF00520,PF00027;PTHR10217:SF394,PTHR10217;KOG4412;-;-;GO:0005515,GO:0005216,GO:0006811,GO:0016020,GO:0055085;AT5G37500.1;GORK;gated outwardly-rectifying K+ channel
Cre01.g012750;CHLRE_01g012750v5;0;0;0;1;6;0;0;0;0;0.211453668362;1;-1;KCN7;-;-;g315.t1,KCN7;O;PF00023,PF00520;PTHR10217:SF394,PTHR10217;KOG4214;-;-;GO:0005515,GO:0005216,GO:0006811,GO:0016020,GO:0055085;AT5G37500.1;GORK;gated outwardly-rectifying K+ channel
Cre01.g012800;CHLRE_01g012800v5;0;0;0;0;1;0;0;0;0;1;NA;0;FAP230;Flagellar Associated Protein;"Flagellar Associated Protein, basal body protein of unknown function; found in the flagellar proteome [PMID: 15998802]; found in basal body proteome as BUG19 [PMID: 15964273]";g316.t1, g316.t2;C;-;-;-;-;-;-;-;-;-
